,longitude,latitude,hour,type,updated_subtype,count
0,-87.94,41.99,03:00,HAZARD,Unclassified,2
1,-87.94,41.99,04:00,HAZARD,Unclassified,1
2,-87.94,41.99,05:00,HAZARD,Unclassified,1
3,-87.93,41.96,00:00,HAZARD,ON_ROAD,1
4,-87.93,41.96,00:00,HAZARD,ON_SHOULDER,1
5,-87.93,41.96,01:00,HAZARD,ON_ROAD,1
6,-87.93,41.96,02:00,HAZARD,ON_SHOULDER,2
7,-87.93,41.96,03:00,HAZARD,ON_SHOULDER,1
8,-87.93,41.96,07:00,HAZARD,ON_ROAD,1
9,-87.93,41.96,11:00,HAZARD,ON_ROAD,1
10,-87.93,41.96,13:00,HAZARD,ON_ROAD,1
11,-87.93,41.96,14:00,HAZARD,ON_SHOULDER,1
12,-87.93,41.96,16:00,HAZARD,ON_SHOULDER,1
13,-87.93,41.96,18:00,HAZARD,ON_SHOULDER,1
14,-87.93,41.96,19:00,HAZARD,ON_SHOULDER,1
15,-87.93,41.98,03:00,HAZARD,Unclassified,1
16,-87.93,41.98,07:00,HAZARD,Unclassified,1
17,-87.93,41.98,14:00,HAZARD,Unclassified,4
18,-87.93,41.98,15:00,HAZARD,Unclassified,7
19,-87.93,41.98,16:00,HAZARD,Unclassified,2
20,-87.93,41.98,17:00,HAZARD,Unclassified,6
21,-87.93,41.98,18:00,HAZARD,Unclassified,3
22,-87.93,41.99,06:00,HAZARD,Unclassified,4
23,-87.93,42.0,00:00,HAZARD,ON_ROAD,1
24,-87.93,42.0,03:00,JAM,STAND_STILL_TRAFFIC,1
25,-87.93,42.0,04:00,ACCIDENT,Unclassified,1
26,-87.93,42.0,10:00,HAZARD,WEATHER,2
27,-87.93,42.0,11:00,HAZARD,ON_SHOULDER,1
28,-87.93,42.0,15:00,HAZARD,ON_SHOULDER,1
29,-87.93,42.0,19:00,HAZARD,ON_ROAD,1
30,-87.93,42.0,19:00,JAM,Unclassified,1
31,-87.93,42.0,22:00,HAZARD,ON_ROAD,2
32,-87.92,41.96,01:00,HAZARD,ON_ROAD,2
33,-87.92,41.96,02:00,HAZARD,ON_ROAD,1
34,-87.92,41.96,03:00,HAZARD,ON_ROAD,2
35,-87.92,41.96,03:00,HAZARD,Unclassified,3
36,-87.92,41.96,04:00,HAZARD,Unclassified,1
37,-87.92,41.96,05:00,HAZARD,ON_ROAD,1
38,-87.92,41.96,10:00,JAM,Unclassified,1
39,-87.92,41.96,11:00,HAZARD,ON_ROAD,1
40,-87.92,41.96,12:00,HAZARD,ON_ROAD,4
41,-87.92,41.96,14:00,HAZARD,ON_ROAD,1
42,-87.92,41.96,15:00,HAZARD,ON_ROAD,1
43,-87.92,41.96,18:00,HAZARD,ON_ROAD,1
44,-87.92,41.96,18:00,HAZARD,ON_SHOULDER,1
45,-87.92,41.96,19:00,HAZARD,ON_ROAD,1
46,-87.92,41.96,19:00,HAZARD,ON_SHOULDER,1
47,-87.92,41.96,20:00,HAZARD,ON_ROAD,1
48,-87.92,41.96,20:00,JAM,Unclassified,1
49,-87.92,41.96,23:00,HAZARD,WEATHER,1
50,-87.92,41.99,00:00,HAZARD,ON_ROAD,1
51,-87.92,41.99,11:00,HAZARD,ON_ROAD,1
52,-87.91,41.95,20:00,HAZARD,ON_ROAD,1
53,-87.91,41.96,00:00,HAZARD,ON_ROAD,1
54,-87.91,41.96,04:00,HAZARD,ON_ROAD,1
55,-87.91,41.96,07:00,HAZARD,Unclassified,2
56,-87.91,41.96,08:00,HAZARD,Unclassified,1
57,-87.91,41.96,18:00,ACCIDENT,Unclassified,1
58,-87.91,41.96,18:00,HAZARD,WEATHER,1
59,-87.91,41.96,23:00,HAZARD,ON_ROAD,5
60,-87.91,41.98,00:00,HAZARD,ON_ROAD,6
61,-87.91,41.98,00:00,HAZARD,ON_SHOULDER,1
62,-87.91,41.98,00:00,JAM,HEAVY_TRAFFIC,4
63,-87.91,41.98,00:00,JAM,STAND_STILL_TRAFFIC,15
64,-87.91,41.98,00:00,JAM,Unclassified,2
65,-87.91,41.98,01:00,JAM,HEAVY_TRAFFIC,1
66,-87.91,41.98,01:00,JAM,STAND_STILL_TRAFFIC,5
67,-87.91,41.98,01:00,JAM,Unclassified,1
68,-87.91,41.98,02:00,HAZARD,ON_ROAD,1
69,-87.91,41.98,02:00,JAM,STAND_STILL_TRAFFIC,2
70,-87.91,41.98,03:00,HAZARD,ON_SHOULDER,1
71,-87.91,41.98,04:00,HAZARD,ON_ROAD,2
72,-87.91,41.98,04:00,HAZARD,Unclassified,2
73,-87.91,41.98,05:00,HAZARD,ON_ROAD,2
74,-87.91,41.98,05:00,HAZARD,Unclassified,6
75,-87.91,41.98,06:00,HAZARD,ON_ROAD,8
76,-87.91,41.98,06:00,HAZARD,Unclassified,3
77,-87.91,41.98,06:00,JAM,Unclassified,1
78,-87.91,41.98,07:00,HAZARD,ON_ROAD,1
79,-87.91,41.98,07:00,HAZARD,Unclassified,3
80,-87.91,41.98,08:00,HAZARD,ON_ROAD,1
81,-87.91,41.98,08:00,HAZARD,Unclassified,1
82,-87.91,41.98,08:00,JAM,Unclassified,1
83,-87.91,41.98,09:00,HAZARD,ON_ROAD,2
84,-87.91,41.98,09:00,HAZARD,WEATHER,1
85,-87.91,41.98,10:00,HAZARD,ON_ROAD,13
86,-87.91,41.98,10:00,JAM,HEAVY_TRAFFIC,2
87,-87.91,41.98,11:00,HAZARD,ON_ROAD,2
88,-87.91,41.98,11:00,JAM,HEAVY_TRAFFIC,1
89,-87.91,41.98,11:00,JAM,STAND_STILL_TRAFFIC,2
90,-87.91,41.98,11:00,JAM,Unclassified,2
91,-87.91,41.98,12:00,HAZARD,ON_ROAD,1
92,-87.91,41.98,12:00,JAM,HEAVY_TRAFFIC,1
93,-87.91,41.98,12:00,JAM,STAND_STILL_TRAFFIC,1
94,-87.91,41.98,13:00,HAZARD,ON_ROAD,5
95,-87.91,41.98,13:00,HAZARD,ON_SHOULDER,1
96,-87.91,41.98,13:00,JAM,HEAVY_TRAFFIC,1
97,-87.91,41.98,13:00,JAM,STAND_STILL_TRAFFIC,1
98,-87.91,41.98,13:00,JAM,Unclassified,1
99,-87.91,41.98,14:00,HAZARD,ON_ROAD,2
100,-87.91,41.98,14:00,HAZARD,ON_SHOULDER,2
101,-87.91,41.98,14:00,HAZARD,WEATHER,1
102,-87.91,41.98,14:00,JAM,STAND_STILL_TRAFFIC,1
103,-87.91,41.98,15:00,HAZARD,ON_ROAD,3
104,-87.91,41.98,15:00,JAM,Unclassified,2
105,-87.91,41.98,16:00,HAZARD,ON_ROAD,5
106,-87.91,41.98,16:00,JAM,HEAVY_TRAFFIC,1
107,-87.91,41.98,16:00,JAM,STAND_STILL_TRAFFIC,2
108,-87.91,41.98,17:00,HAZARD,ON_ROAD,5
109,-87.91,41.98,17:00,HAZARD,ON_SHOULDER,2
110,-87.91,41.98,17:00,JAM,Unclassified,5
111,-87.91,41.98,18:00,HAZARD,ON_ROAD,5
112,-87.91,41.98,18:00,HAZARD,ON_SHOULDER,1
113,-87.91,41.98,18:00,JAM,Unclassified,5
114,-87.91,41.98,19:00,HAZARD,ON_ROAD,4
115,-87.91,41.98,19:00,JAM,STAND_STILL_TRAFFIC,1
116,-87.91,41.98,19:00,JAM,Unclassified,2
117,-87.91,41.98,20:00,HAZARD,ON_ROAD,4
118,-87.91,41.98,20:00,HAZARD,ON_SHOULDER,1
119,-87.91,41.98,20:00,JAM,STAND_STILL_TRAFFIC,1
120,-87.91,41.98,20:00,JAM,Unclassified,1
121,-87.91,41.98,21:00,HAZARD,ON_ROAD,3
122,-87.91,41.98,21:00,JAM,STAND_STILL_TRAFFIC,2
123,-87.91,41.98,22:00,ACCIDENT,Unclassified,1
124,-87.91,41.98,22:00,HAZARD,ON_ROAD,6
125,-87.91,41.98,22:00,HAZARD,ON_SHOULDER,1
126,-87.91,41.98,22:00,JAM,STAND_STILL_TRAFFIC,7
127,-87.91,41.98,22:00,JAM,Unclassified,1
128,-87.91,41.98,23:00,HAZARD,ON_ROAD,4
129,-87.91,41.98,23:00,HAZARD,ON_SHOULDER,1
130,-87.91,41.98,23:00,HAZARD,WEATHER,1
131,-87.91,41.98,23:00,JAM,STAND_STILL_TRAFFIC,3
132,-87.91,41.98,23:00,JAM,Unclassified,2
133,-87.91,41.99,08:00,HAZARD,Unclassified,1
134,-87.91,41.99,10:00,HAZARD,WEATHER,1
135,-87.91,41.99,12:00,HAZARD,Unclassified,2
136,-87.91,42.0,10:00,HAZARD,ON_ROAD,1
137,-87.91,42.0,11:00,HAZARD,ON_SHOULDER,1
138,-87.9,41.94,00:00,HAZARD,ON_ROAD,4
139,-87.9,41.94,07:00,HAZARD,ON_ROAD,4
140,-87.9,41.94,11:00,HAZARD,WEATHER,1
141,-87.9,41.94,13:00,HAZARD,ON_ROAD,1
142,-87.9,41.94,15:00,HAZARD,ON_ROAD,1
143,-87.9,41.94,16:00,HAZARD,Unclassified,1
144,-87.9,41.94,17:00,HAZARD,ON_SHOULDER,1
145,-87.9,41.94,19:00,HAZARD,Unclassified,1
146,-87.9,41.94,20:00,ACCIDENT,Unclassified,1
147,-87.9,41.94,20:00,HAZARD,ON_ROAD,5
148,-87.9,41.94,21:00,HAZARD,ON_SHOULDER,2
149,-87.9,41.94,21:00,JAM,HEAVY_TRAFFIC,1
150,-87.9,41.95,00:00,HAZARD,ON_SHOULDER,1
151,-87.9,41.95,01:00,ACCIDENT,Unclassified,1
152,-87.9,41.95,01:00,HAZARD,ON_SHOULDER,1
153,-87.9,41.95,01:00,JAM,Unclassified,1
154,-87.9,41.95,05:00,HAZARD,ON_ROAD,1
155,-87.9,41.95,05:00,HAZARD,ON_SHOULDER,2
156,-87.9,41.95,09:00,HAZARD,ON_SHOULDER,1
157,-87.9,41.95,10:00,ACCIDENT,Unclassified,1
158,-87.9,41.95,10:00,HAZARD,ON_SHOULDER,1
159,-87.9,41.95,11:00,HAZARD,ON_ROAD,1
160,-87.9,41.95,11:00,HAZARD,ON_SHOULDER,2
161,-87.9,41.95,12:00,ACCIDENT,Unclassified,2
162,-87.9,41.95,12:00,HAZARD,ON_ROAD,5
163,-87.9,41.95,12:00,HAZARD,ON_SHOULDER,4
164,-87.9,41.95,12:00,HAZARD,WEATHER,1
165,-87.9,41.95,12:00,JAM,HEAVY_TRAFFIC,2
166,-87.9,41.95,13:00,HAZARD,ON_SHOULDER,5
167,-87.9,41.95,13:00,JAM,HEAVY_TRAFFIC,1
168,-87.9,41.95,13:00,JAM,MODERATE_TRAFFIC,1
169,-87.9,41.95,14:00,HAZARD,ON_ROAD,2
170,-87.9,41.95,14:00,HAZARD,ON_SHOULDER,1
171,-87.9,41.95,15:00,HAZARD,ON_ROAD,2
172,-87.9,41.95,15:00,HAZARD,ON_SHOULDER,3
173,-87.9,41.95,16:00,HAZARD,ON_SHOULDER,6
174,-87.9,41.95,17:00,HAZARD,ON_ROAD,3
175,-87.9,41.95,17:00,HAZARD,ON_SHOULDER,4
176,-87.9,41.95,17:00,JAM,Unclassified,1
177,-87.9,41.95,17:00,ROAD_CLOSED,Unclassified,1
178,-87.9,41.95,18:00,HAZARD,ON_ROAD,1
179,-87.9,41.95,18:00,HAZARD,ON_SHOULDER,6
180,-87.9,41.95,19:00,HAZARD,ON_SHOULDER,3
181,-87.9,41.95,20:00,HAZARD,ON_ROAD,3
182,-87.9,41.95,20:00,HAZARD,ON_SHOULDER,7
183,-87.9,41.95,20:00,JAM,STAND_STILL_TRAFFIC,1
184,-87.9,41.95,20:00,JAM,Unclassified,1
185,-87.9,41.95,21:00,ACCIDENT,Unclassified,1
186,-87.9,41.95,21:00,HAZARD,ON_ROAD,1
187,-87.9,41.95,21:00,HAZARD,ON_SHOULDER,3
188,-87.9,41.95,22:00,HAZARD,ON_ROAD,1
189,-87.9,41.95,22:00,HAZARD,ON_SHOULDER,4
190,-87.9,41.95,22:00,JAM,STAND_STILL_TRAFFIC,2
191,-87.9,41.95,23:00,HAZARD,ON_ROAD,4
192,-87.9,41.95,23:00,HAZARD,ON_SHOULDER,5
193,-87.9,41.98,00:00,ACCIDENT,Unclassified,2
194,-87.9,41.98,00:00,HAZARD,ON_ROAD,4
195,-87.9,41.98,00:00,HAZARD,ON_SHOULDER,9
196,-87.9,41.98,00:00,JAM,HEAVY_TRAFFIC,22
197,-87.9,41.98,00:00,JAM,STAND_STILL_TRAFFIC,51
198,-87.9,41.98,00:00,JAM,Unclassified,9
199,-87.9,41.98,01:00,ACCIDENT,Unclassified,3
200,-87.9,41.98,01:00,HAZARD,ON_ROAD,6
201,-87.9,41.98,01:00,HAZARD,ON_SHOULDER,6
202,-87.9,41.98,01:00,HAZARD,WEATHER,1
203,-87.9,41.98,01:00,JAM,HEAVY_TRAFFIC,17
204,-87.9,41.98,01:00,JAM,STAND_STILL_TRAFFIC,19
205,-87.9,41.98,01:00,JAM,Unclassified,2
206,-87.9,41.98,02:00,ACCIDENT,Unclassified,3
207,-87.9,41.98,02:00,HAZARD,ON_ROAD,3
208,-87.9,41.98,02:00,HAZARD,ON_SHOULDER,1
209,-87.9,41.98,02:00,JAM,HEAVY_TRAFFIC,2
210,-87.9,41.98,02:00,JAM,STAND_STILL_TRAFFIC,8
211,-87.9,41.98,02:00,JAM,Unclassified,2
212,-87.9,41.98,03:00,HAZARD,ON_ROAD,1
213,-87.9,41.98,03:00,HAZARD,ON_SHOULDER,4
214,-87.9,41.98,03:00,HAZARD,Unclassified,1
215,-87.9,41.98,03:00,JAM,Unclassified,1
216,-87.9,41.98,04:00,HAZARD,ON_ROAD,2
217,-87.9,41.98,04:00,HAZARD,ON_SHOULDER,1
218,-87.9,41.98,04:00,HAZARD,Unclassified,4
219,-87.9,41.98,04:00,JAM,Unclassified,1
220,-87.9,41.98,05:00,ACCIDENT,Unclassified,1
221,-87.9,41.98,05:00,HAZARD,ON_ROAD,2
222,-87.9,41.98,05:00,HAZARD,ON_SHOULDER,1
223,-87.9,41.98,05:00,HAZARD,Unclassified,4
224,-87.9,41.98,06:00,HAZARD,Unclassified,2
225,-87.9,41.98,07:00,HAZARD,ON_SHOULDER,1
226,-87.9,41.98,07:00,HAZARD,Unclassified,5
227,-87.9,41.98,08:00,HAZARD,ON_ROAD,4
228,-87.9,41.98,08:00,HAZARD,ON_SHOULDER,2
229,-87.9,41.98,08:00,HAZARD,Unclassified,1
230,-87.9,41.98,08:00,HAZARD,WEATHER,1
231,-87.9,41.98,09:00,HAZARD,ON_ROAD,1
232,-87.9,41.98,09:00,HAZARD,ON_SHOULDER,5
233,-87.9,41.98,09:00,HAZARD,Unclassified,2
234,-87.9,41.98,10:00,HAZARD,ON_ROAD,2
235,-87.9,41.98,10:00,HAZARD,ON_SHOULDER,7
236,-87.9,41.98,10:00,HAZARD,WEATHER,1
237,-87.9,41.98,10:00,JAM,HEAVY_TRAFFIC,1
238,-87.9,41.98,10:00,JAM,STAND_STILL_TRAFFIC,1
239,-87.9,41.98,10:00,JAM,Unclassified,1
240,-87.9,41.98,11:00,ACCIDENT,Unclassified,1
241,-87.9,41.98,11:00,HAZARD,ON_ROAD,3
242,-87.9,41.98,11:00,HAZARD,ON_SHOULDER,10
243,-87.9,41.98,11:00,JAM,HEAVY_TRAFFIC,2
244,-87.9,41.98,11:00,JAM,STAND_STILL_TRAFFIC,4
245,-87.9,41.98,11:00,JAM,Unclassified,5
246,-87.9,41.98,12:00,HAZARD,ON_ROAD,5
247,-87.9,41.98,12:00,HAZARD,ON_SHOULDER,12
248,-87.9,41.98,12:00,JAM,HEAVY_TRAFFIC,1
249,-87.9,41.98,12:00,JAM,STAND_STILL_TRAFFIC,3
250,-87.9,41.98,12:00,JAM,Unclassified,1
251,-87.9,41.98,13:00,ACCIDENT,Unclassified,3
252,-87.9,41.98,13:00,HAZARD,ON_ROAD,11
253,-87.9,41.98,13:00,HAZARD,ON_SHOULDER,14
254,-87.9,41.98,13:00,JAM,HEAVY_TRAFFIC,6
255,-87.9,41.98,13:00,JAM,STAND_STILL_TRAFFIC,5
256,-87.9,41.98,13:00,JAM,Unclassified,3
257,-87.9,41.98,14:00,ACCIDENT,MAJOR,1
258,-87.9,41.98,14:00,ACCIDENT,MINOR,1
259,-87.9,41.98,14:00,ACCIDENT,Unclassified,3
260,-87.9,41.98,14:00,HAZARD,ON_ROAD,7
261,-87.9,41.98,14:00,HAZARD,ON_SHOULDER,9
262,-87.9,41.98,14:00,HAZARD,WEATHER,1
263,-87.9,41.98,14:00,JAM,HEAVY_TRAFFIC,2
264,-87.9,41.98,14:00,JAM,STAND_STILL_TRAFFIC,3
265,-87.9,41.98,15:00,ACCIDENT,MAJOR,2
266,-87.9,41.98,15:00,HAZARD,ON_ROAD,10
267,-87.9,41.98,15:00,HAZARD,ON_SHOULDER,5
268,-87.9,41.98,15:00,JAM,HEAVY_TRAFFIC,1
269,-87.9,41.98,15:00,JAM,STAND_STILL_TRAFFIC,2
270,-87.9,41.98,15:00,JAM,Unclassified,5
271,-87.9,41.98,16:00,ACCIDENT,Unclassified,2
272,-87.9,41.98,16:00,HAZARD,ON_ROAD,4
273,-87.9,41.98,16:00,HAZARD,ON_SHOULDER,9
274,-87.9,41.98,16:00,JAM,STAND_STILL_TRAFFIC,1
275,-87.9,41.98,16:00,JAM,Unclassified,2
276,-87.9,41.98,17:00,HAZARD,ON_ROAD,7
277,-87.9,41.98,17:00,HAZARD,ON_SHOULDER,9
278,-87.9,41.98,17:00,HAZARD,WEATHER,1
279,-87.9,41.98,17:00,JAM,HEAVY_TRAFFIC,2
280,-87.9,41.98,17:00,JAM,STAND_STILL_TRAFFIC,7
281,-87.9,41.98,17:00,JAM,Unclassified,1
282,-87.9,41.98,18:00,ACCIDENT,Unclassified,2
283,-87.9,41.98,18:00,HAZARD,ON_ROAD,6
284,-87.9,41.98,18:00,HAZARD,ON_SHOULDER,12
285,-87.9,41.98,18:00,HAZARD,WEATHER,1
286,-87.9,41.98,18:00,JAM,STAND_STILL_TRAFFIC,5
287,-87.9,41.98,18:00,JAM,Unclassified,2
288,-87.9,41.98,19:00,ACCIDENT,Unclassified,1
289,-87.9,41.98,19:00,HAZARD,ON_ROAD,6
290,-87.9,41.98,19:00,HAZARD,ON_SHOULDER,9
291,-87.9,41.98,19:00,HAZARD,Unclassified,1
292,-87.9,41.98,19:00,JAM,HEAVY_TRAFFIC,1
293,-87.9,41.98,19:00,JAM,STAND_STILL_TRAFFIC,6
294,-87.9,41.98,19:00,JAM,Unclassified,1
295,-87.9,41.98,20:00,ACCIDENT,MAJOR,1
296,-87.9,41.98,20:00,ACCIDENT,Unclassified,3
297,-87.9,41.98,20:00,HAZARD,ON_ROAD,6
298,-87.9,41.98,20:00,HAZARD,ON_SHOULDER,12
299,-87.9,41.98,20:00,JAM,HEAVY_TRAFFIC,5
300,-87.9,41.98,20:00,JAM,STAND_STILL_TRAFFIC,6
301,-87.9,41.98,20:00,JAM,Unclassified,2
302,-87.9,41.98,21:00,ACCIDENT,Unclassified,3
303,-87.9,41.98,21:00,HAZARD,ON_ROAD,9
304,-87.9,41.98,21:00,HAZARD,ON_SHOULDER,9
305,-87.9,41.98,21:00,JAM,HEAVY_TRAFFIC,4
306,-87.9,41.98,21:00,JAM,STAND_STILL_TRAFFIC,1
307,-87.9,41.98,21:00,JAM,Unclassified,2
308,-87.9,41.98,21:00,ROAD_CLOSED,Unclassified,2
309,-87.9,41.98,22:00,ACCIDENT,Unclassified,1
310,-87.9,41.98,22:00,HAZARD,ON_ROAD,19
311,-87.9,41.98,22:00,HAZARD,ON_SHOULDER,14
312,-87.9,41.98,22:00,JAM,HEAVY_TRAFFIC,12
313,-87.9,41.98,22:00,JAM,STAND_STILL_TRAFFIC,21
314,-87.9,41.98,22:00,JAM,Unclassified,8
315,-87.9,41.98,22:00,ROAD_CLOSED,Unclassified,3
316,-87.9,41.98,23:00,ACCIDENT,Unclassified,6
317,-87.9,41.98,23:00,HAZARD,ON_ROAD,12
318,-87.9,41.98,23:00,HAZARD,ON_SHOULDER,4
319,-87.9,41.98,23:00,JAM,HEAVY_TRAFFIC,9
320,-87.9,41.98,23:00,JAM,STAND_STILL_TRAFFIC,23
321,-87.9,41.98,23:00,JAM,Unclassified,8
322,-87.9,41.99,04:00,HAZARD,Unclassified,1
323,-87.9,42.0,19:00,JAM,Unclassified,1
324,-87.9,42.01,05:00,HAZARD,ON_ROAD,2
325,-87.89,41.95,00:00,HAZARD,ON_SHOULDER,3
326,-87.89,41.95,01:00,HAZARD,ON_SHOULDER,2
327,-87.89,41.95,02:00,JAM,STAND_STILL_TRAFFIC,1
328,-87.89,41.95,04:00,HAZARD,ON_SHOULDER,1
329,-87.89,41.95,05:00,HAZARD,ON_SHOULDER,1
330,-87.89,41.95,08:00,HAZARD,ON_SHOULDER,1
331,-87.89,41.95,10:00,HAZARD,ON_SHOULDER,1
332,-87.89,41.95,11:00,HAZARD,ON_SHOULDER,2
333,-87.89,41.95,11:00,JAM,HEAVY_TRAFFIC,1
334,-87.89,41.95,12:00,HAZARD,ON_ROAD,2
335,-87.89,41.95,12:00,HAZARD,ON_SHOULDER,1
336,-87.89,41.95,12:00,HAZARD,WEATHER,1
337,-87.89,41.95,12:00,JAM,HEAVY_TRAFFIC,1
338,-87.89,41.95,13:00,HAZARD,ON_SHOULDER,3
339,-87.89,41.95,13:00,JAM,Unclassified,1
340,-87.89,41.95,14:00,HAZARD,ON_SHOULDER,5
341,-87.89,41.95,15:00,HAZARD,ON_ROAD,1
342,-87.89,41.95,15:00,HAZARD,ON_SHOULDER,3
343,-87.89,41.95,16:00,HAZARD,ON_ROAD,3
344,-87.89,41.95,16:00,HAZARD,ON_SHOULDER,1
345,-87.89,41.95,17:00,HAZARD,ON_ROAD,2
346,-87.89,41.95,17:00,HAZARD,ON_SHOULDER,4
347,-87.89,41.95,18:00,HAZARD,ON_ROAD,1
348,-87.89,41.95,18:00,HAZARD,ON_SHOULDER,1
349,-87.89,41.95,19:00,HAZARD,ON_ROAD,3
350,-87.89,41.95,19:00,HAZARD,ON_SHOULDER,1
351,-87.89,41.95,20:00,HAZARD,ON_ROAD,1
352,-87.89,41.95,20:00,HAZARD,ON_SHOULDER,4
353,-87.89,41.95,20:00,JAM,STAND_STILL_TRAFFIC,2
354,-87.89,41.95,20:00,JAM,Unclassified,1
355,-87.89,41.95,21:00,HAZARD,ON_ROAD,2
356,-87.89,41.95,21:00,HAZARD,ON_SHOULDER,5
357,-87.89,41.95,21:00,JAM,HEAVY_TRAFFIC,1
358,-87.89,41.95,21:00,JAM,STAND_STILL_TRAFFIC,1
359,-87.89,41.95,22:00,HAZARD,ON_ROAD,1
360,-87.89,41.95,22:00,HAZARD,ON_SHOULDER,5
361,-87.89,41.95,22:00,JAM,HEAVY_TRAFFIC,1
362,-87.89,41.95,23:00,HAZARD,ON_SHOULDER,4
363,-87.89,41.96,00:00,HAZARD,ON_ROAD,11
364,-87.89,41.96,00:00,HAZARD,ON_SHOULDER,8
365,-87.89,41.96,00:00,JAM,HEAVY_TRAFFIC,1
366,-87.89,41.96,01:00,ACCIDENT,Unclassified,1
367,-87.89,41.96,01:00,HAZARD,ON_SHOULDER,4
368,-87.89,41.96,03:00,HAZARD,ON_ROAD,4
369,-87.89,41.96,03:00,HAZARD,ON_SHOULDER,6
370,-87.89,41.96,04:00,HAZARD,ON_SHOULDER,2
371,-87.89,41.96,05:00,HAZARD,ON_SHOULDER,2
372,-87.89,41.96,06:00,HAZARD,ON_SHOULDER,1
373,-87.89,41.96,07:00,ACCIDENT,Unclassified,2
374,-87.89,41.96,07:00,HAZARD,ON_SHOULDER,1
375,-87.89,41.96,09:00,HAZARD,ON_SHOULDER,1
376,-87.89,41.96,10:00,HAZARD,ON_ROAD,2
377,-87.89,41.96,10:00,HAZARD,ON_SHOULDER,4
378,-87.89,41.96,10:00,HAZARD,WEATHER,1
379,-87.89,41.96,11:00,HAZARD,ON_ROAD,4
380,-87.89,41.96,11:00,HAZARD,ON_SHOULDER,2
381,-87.89,41.96,11:00,JAM,HEAVY_TRAFFIC,2
382,-87.89,41.96,12:00,ACCIDENT,Unclassified,1
383,-87.89,41.96,12:00,HAZARD,ON_ROAD,7
384,-87.89,41.96,12:00,HAZARD,ON_SHOULDER,4
385,-87.89,41.96,12:00,JAM,HEAVY_TRAFFIC,2
386,-87.89,41.96,13:00,HAZARD,ON_ROAD,3
387,-87.89,41.96,13:00,HAZARD,ON_SHOULDER,8
388,-87.89,41.96,13:00,HAZARD,WEATHER,1
389,-87.89,41.96,13:00,JAM,STAND_STILL_TRAFFIC,3
390,-87.89,41.96,14:00,HAZARD,ON_ROAD,3
391,-87.89,41.96,14:00,HAZARD,ON_SHOULDER,5
392,-87.89,41.96,14:00,JAM,HEAVY_TRAFFIC,2
393,-87.89,41.96,15:00,HAZARD,ON_ROAD,1
394,-87.89,41.96,15:00,HAZARD,ON_SHOULDER,6
395,-87.89,41.96,16:00,HAZARD,ON_SHOULDER,6
396,-87.89,41.96,16:00,JAM,HEAVY_TRAFFIC,1
397,-87.89,41.96,17:00,HAZARD,ON_ROAD,4
398,-87.89,41.96,17:00,HAZARD,ON_SHOULDER,6
399,-87.89,41.96,17:00,JAM,Unclassified,1
400,-87.89,41.96,18:00,HAZARD,ON_ROAD,1
401,-87.89,41.96,18:00,HAZARD,ON_SHOULDER,10
402,-87.89,41.96,18:00,JAM,HEAVY_TRAFFIC,1
403,-87.89,41.96,18:00,JAM,STAND_STILL_TRAFFIC,1
404,-87.89,41.96,18:00,JAM,Unclassified,1
405,-87.89,41.96,19:00,HAZARD,ON_ROAD,3
406,-87.89,41.96,19:00,HAZARD,ON_SHOULDER,11
407,-87.89,41.96,19:00,JAM,HEAVY_TRAFFIC,2
408,-87.89,41.96,19:00,JAM,STAND_STILL_TRAFFIC,1
409,-87.89,41.96,19:00,JAM,Unclassified,1
410,-87.89,41.96,20:00,ACCIDENT,Unclassified,1
411,-87.89,41.96,20:00,HAZARD,ON_ROAD,5
412,-87.89,41.96,20:00,HAZARD,ON_SHOULDER,7
413,-87.89,41.96,20:00,JAM,HEAVY_TRAFFIC,2
414,-87.89,41.96,20:00,JAM,STAND_STILL_TRAFFIC,1
415,-87.89,41.96,20:00,JAM,Unclassified,1
416,-87.89,41.96,21:00,HAZARD,ON_ROAD,9
417,-87.89,41.96,21:00,HAZARD,ON_SHOULDER,4
418,-87.89,41.96,21:00,JAM,HEAVY_TRAFFIC,2
419,-87.89,41.96,21:00,JAM,Unclassified,3
420,-87.89,41.96,22:00,HAZARD,ON_ROAD,7
421,-87.89,41.96,22:00,HAZARD,ON_SHOULDER,13
422,-87.89,41.96,22:00,JAM,HEAVY_TRAFFIC,2
423,-87.89,41.96,22:00,JAM,STAND_STILL_TRAFFIC,2
424,-87.89,41.96,22:00,JAM,Unclassified,2
425,-87.89,41.96,23:00,HAZARD,ON_ROAD,7
426,-87.89,41.96,23:00,HAZARD,ON_SHOULDER,7
427,-87.89,41.97,00:00,HAZARD,ON_SHOULDER,1
428,-87.89,41.97,00:00,JAM,STAND_STILL_TRAFFIC,1
429,-87.89,41.97,04:00,HAZARD,ON_ROAD,1
430,-87.89,41.97,04:00,HAZARD,ON_SHOULDER,1
431,-87.89,41.97,08:00,HAZARD,Unclassified,2
432,-87.89,41.97,10:00,HAZARD,ON_SHOULDER,1
433,-87.89,41.97,11:00,HAZARD,ON_ROAD,2
434,-87.89,41.97,11:00,JAM,Unclassified,1
435,-87.89,41.97,14:00,HAZARD,ON_SHOULDER,1
436,-87.89,41.97,15:00,HAZARD,ON_SHOULDER,1
437,-87.89,41.97,15:00,HAZARD,WEATHER,1
438,-87.89,41.97,15:00,JAM,Unclassified,1
