,type,updated_subtype,longitude,latitude,count
0,ACCIDENT,MAJOR,-87.9,41.98,4
1,ACCIDENT,MAJOR,-87.89,41.98,3
2,ACCIDENT,MAJOR,-87.89,41.99,1
3,ACCIDENT,MAJOR,-87.88,41.96,1
4,ACCIDENT,MAJOR,-87.88,41.98,19
5,ACCIDENT,MAJOR,-87.88,41.99,3
6,ACCIDENT,MAJOR,-87.85,41.97,1
7,ACCIDENT,MAJOR,-87.85,41.98,6
8,ACCIDENT,MAJOR,-87.84,41.94,1
9,ACCIDENT,MAJOR,-87.84,41.95,2
10,ACCIDENT,MAJOR,-87.84,41.96,1
11,ACCIDENT,MAJOR,-87.84,41.98,14
12,ACCIDENT,MAJOR,-87.84,41.99,1
13,ACCIDENT,MAJOR,-87.83,41.94,1
14,ACCIDENT,MAJOR,-87.83,41.98,17
15,ACCIDENT,MAJOR,-87.82,41.98,28
16,ACCIDENT,MAJOR,-87.82,42.01,2
17,ACCIDENT,MAJOR,-87.81,41.94,1
18,ACCIDENT,MAJOR,-87.81,41.98,40
19,ACCIDENT,MAJOR,-87.81,42.0,1
20,ACCIDENT,MAJOR,-87.81,42.02,1
21,ACCIDENT,MAJOR,-87.8,41.77,2
22,ACCIDENT,MAJOR,-87.8,41.78,1
23,ACCIDENT,MAJOR,-87.8,41.79,7
24,ACCIDENT,MAJOR,-87.8,41.8,4
25,ACCIDENT,MAJOR,-87.8,41.92,2
26,ACCIDENT,MAJOR,-87.8,41.98,35
27,ACCIDENT,MAJOR,-87.79,41.8,4
28,ACCIDENT,MAJOR,-87.79,41.93,1
29,ACCIDENT,MAJOR,-87.79,41.94,1
30,ACCIDENT,MAJOR,-87.79,41.97,2
31,ACCIDENT,MAJOR,-87.79,41.98,72
32,ACCIDENT,MAJOR,-87.79,41.99,3
33,ACCIDENT,MAJOR,-87.79,42.0,4
34,ACCIDENT,MAJOR,-87.78,41.79,1
35,ACCIDENT,MAJOR,-87.78,41.87,36
36,ACCIDENT,MAJOR,-87.78,41.91,1
37,ACCIDENT,MAJOR,-87.78,41.92,1
38,ACCIDENT,MAJOR,-87.78,41.94,1
39,ACCIDENT,MAJOR,-87.78,41.95,1
40,ACCIDENT,MAJOR,-87.78,41.96,1
41,ACCIDENT,MAJOR,-87.78,41.98,42
42,ACCIDENT,MAJOR,-87.78,41.99,1
43,ACCIDENT,MAJOR,-87.78,42.0,3
44,ACCIDENT,MAJOR,-87.77,41.78,1
45,ACCIDENT,MAJOR,-87.77,41.79,1
46,ACCIDENT,MAJOR,-87.77,41.87,43
47,ACCIDENT,MAJOR,-87.77,41.88,1
48,ACCIDENT,MAJOR,-87.77,41.89,1
49,ACCIDENT,MAJOR,-87.77,41.91,1
50,ACCIDENT,MAJOR,-87.77,41.92,1
51,ACCIDENT,MAJOR,-87.77,41.93,2
52,ACCIDENT,MAJOR,-87.77,41.97,49
53,ACCIDENT,MAJOR,-87.77,41.98,25
54,ACCIDENT,MAJOR,-87.77,42.0,4
55,ACCIDENT,MAJOR,-87.76,41.78,1
56,ACCIDENT,MAJOR,-87.76,41.79,1
57,ACCIDENT,MAJOR,-87.76,41.8,2
58,ACCIDENT,MAJOR,-87.76,41.81,11
59,ACCIDENT,MAJOR,-87.76,41.87,76
60,ACCIDENT,MAJOR,-87.76,41.88,2
61,ACCIDENT,MAJOR,-87.76,41.91,2
62,ACCIDENT,MAJOR,-87.76,41.92,3
63,ACCIDENT,MAJOR,-87.76,41.94,2
64,ACCIDENT,MAJOR,-87.76,41.95,1
65,ACCIDENT,MAJOR,-87.76,41.96,1
66,ACCIDENT,MAJOR,-87.76,41.97,88
67,ACCIDENT,MAJOR,-87.76,41.99,1
68,ACCIDENT,MAJOR,-87.76,42.0,1
69,ACCIDENT,MAJOR,-87.75,41.79,1
70,ACCIDENT,MAJOR,-87.75,41.82,9
71,ACCIDENT,MAJOR,-87.75,41.87,46
72,ACCIDENT,MAJOR,-87.75,41.88,2
73,ACCIDENT,MAJOR,-87.75,41.9,4
74,ACCIDENT,MAJOR,-87.75,41.91,2
75,ACCIDENT,MAJOR,-87.75,41.92,1
76,ACCIDENT,MAJOR,-87.75,41.93,1
77,ACCIDENT,MAJOR,-87.75,41.95,4
78,ACCIDENT,MAJOR,-87.75,41.96,28
79,ACCIDENT,MAJOR,-87.75,41.97,63
80,ACCIDENT,MAJOR,-87.75,41.98,59
81,ACCIDENT,MAJOR,-87.75,41.99,26
82,ACCIDENT,MAJOR,-87.75,42.0,1
83,ACCIDENT,MAJOR,-87.74,41.74,2
84,ACCIDENT,MAJOR,-87.74,41.75,4
85,ACCIDENT,MAJOR,-87.74,41.77,1
86,ACCIDENT,MAJOR,-87.74,41.78,3
87,ACCIDENT,MAJOR,-87.74,41.79,6
88,ACCIDENT,MAJOR,-87.74,41.8,3
89,ACCIDENT,MAJOR,-87.74,41.81,5
90,ACCIDENT,MAJOR,-87.74,41.82,67
91,ACCIDENT,MAJOR,-87.74,41.87,61
92,ACCIDENT,MAJOR,-87.74,41.89,1
93,ACCIDENT,MAJOR,-87.74,41.93,1
94,ACCIDENT,MAJOR,-87.74,41.95,3
95,ACCIDENT,MAJOR,-87.74,41.96,41
96,ACCIDENT,MAJOR,-87.74,41.97,1
97,ACCIDENT,MAJOR,-87.74,41.98,1
98,ACCIDENT,MAJOR,-87.73,41.74,1
99,ACCIDENT,MAJOR,-87.73,41.75,1
100,ACCIDENT,MAJOR,-87.73,41.78,2
101,ACCIDENT,MAJOR,-87.73,41.8,1
102,ACCIDENT,MAJOR,-87.73,41.81,3
103,ACCIDENT,MAJOR,-87.73,41.82,34
104,ACCIDENT,MAJOR,-87.73,41.83,1
105,ACCIDENT,MAJOR,-87.73,41.84,1
106,ACCIDENT,MAJOR,-87.73,41.85,1
107,ACCIDENT,MAJOR,-87.73,41.87,65
108,ACCIDENT,MAJOR,-87.73,41.9,1
109,ACCIDENT,MAJOR,-87.73,41.91,2
110,ACCIDENT,MAJOR,-87.73,41.94,2
111,ACCIDENT,MAJOR,-87.73,41.95,37
112,ACCIDENT,MAJOR,-87.73,41.96,9
113,ACCIDENT,MAJOR,-87.73,41.97,1
114,ACCIDENT,MAJOR,-87.73,41.98,1
115,ACCIDENT,MAJOR,-87.73,41.99,3
116,ACCIDENT,MAJOR,-87.72,41.74,2
117,ACCIDENT,MAJOR,-87.72,41.75,1
118,ACCIDENT,MAJOR,-87.72,41.77,1
119,ACCIDENT,MAJOR,-87.72,41.78,2
120,ACCIDENT,MAJOR,-87.72,41.79,1
121,ACCIDENT,MAJOR,-87.72,41.8,4
122,ACCIDENT,MAJOR,-87.72,41.81,2
123,ACCIDENT,MAJOR,-87.72,41.82,52
124,ACCIDENT,MAJOR,-87.72,41.83,12
125,ACCIDENT,MAJOR,-87.72,41.84,3
126,ACCIDENT,MAJOR,-87.72,41.85,3
127,ACCIDENT,MAJOR,-87.72,41.87,103
128,ACCIDENT,MAJOR,-87.72,41.88,2
129,ACCIDENT,MAJOR,-87.72,41.89,1
130,ACCIDENT,MAJOR,-87.72,41.9,3
131,ACCIDENT,MAJOR,-87.72,41.92,1
132,ACCIDENT,MAJOR,-87.72,41.94,8
133,ACCIDENT,MAJOR,-87.72,41.95,55
134,ACCIDENT,MAJOR,-87.72,41.96,3
135,ACCIDENT,MAJOR,-87.72,41.97,1
136,ACCIDENT,MAJOR,-87.72,41.98,2
137,ACCIDENT,MAJOR,-87.72,41.99,1
138,ACCIDENT,MAJOR,-87.71,41.74,1
139,ACCIDENT,MAJOR,-87.71,41.81,6
140,ACCIDENT,MAJOR,-87.71,41.83,37
141,ACCIDENT,MAJOR,-87.71,41.84,1
142,ACCIDENT,MAJOR,-87.71,41.85,1
143,ACCIDENT,MAJOR,-87.71,41.86,1
144,ACCIDENT,MAJOR,-87.71,41.87,48
145,ACCIDENT,MAJOR,-87.71,41.88,2
146,ACCIDENT,MAJOR,-87.71,41.9,1
147,ACCIDENT,MAJOR,-87.71,41.92,1
148,ACCIDENT,MAJOR,-87.71,41.93,2
149,ACCIDENT,MAJOR,-87.71,41.94,62
150,ACCIDENT,MAJOR,-87.71,41.95,4
151,ACCIDENT,MAJOR,-87.71,41.96,2
152,ACCIDENT,MAJOR,-87.71,41.97,1
153,ACCIDENT,MAJOR,-87.71,41.98,1
154,ACCIDENT,MAJOR,-87.71,41.99,7
155,ACCIDENT,MAJOR,-87.71,42.0,4
156,ACCIDENT,MAJOR,-87.71,42.01,1
157,ACCIDENT,MAJOR,-87.7,41.71,1
158,ACCIDENT,MAJOR,-87.7,41.74,2
159,ACCIDENT,MAJOR,-87.7,41.75,2
160,ACCIDENT,MAJOR,-87.7,41.78,4
161,ACCIDENT,MAJOR,-87.7,41.79,1
162,ACCIDENT,MAJOR,-87.7,41.8,2
163,ACCIDENT,MAJOR,-87.7,41.81,4
164,ACCIDENT,MAJOR,-87.7,41.82,1
165,ACCIDENT,MAJOR,-87.7,41.83,66
166,ACCIDENT,MAJOR,-87.7,41.84,3
167,ACCIDENT,MAJOR,-87.7,41.85,3
168,ACCIDENT,MAJOR,-87.7,41.87,20
169,ACCIDENT,MAJOR,-87.7,41.88,53
170,ACCIDENT,MAJOR,-87.7,41.89,1
171,ACCIDENT,MAJOR,-87.7,41.91,1
172,ACCIDENT,MAJOR,-87.7,41.92,2
173,ACCIDENT,MAJOR,-87.7,41.93,37
174,ACCIDENT,MAJOR,-87.7,41.94,7
175,ACCIDENT,MAJOR,-87.7,41.95,2
176,ACCIDENT,MAJOR,-87.7,41.96,3
177,ACCIDENT,MAJOR,-87.7,41.97,2
178,ACCIDENT,MAJOR,-87.7,41.98,2
179,ACCIDENT,MAJOR,-87.7,41.99,2
180,ACCIDENT,MAJOR,-87.7,42.0,7
181,ACCIDENT,MAJOR,-87.7,42.01,2
182,ACCIDENT,MAJOR,-87.7,42.02,1
183,ACCIDENT,MAJOR,-87.69,41.7,1
184,ACCIDENT,MAJOR,-87.69,41.71,1
185,ACCIDENT,MAJOR,-87.69,41.78,2
186,ACCIDENT,MAJOR,-87.69,41.8,1
187,ACCIDENT,MAJOR,-87.69,41.81,1
188,ACCIDENT,MAJOR,-87.69,41.83,30
189,ACCIDENT,MAJOR,-87.69,41.84,3
190,ACCIDENT,MAJOR,-87.69,41.85,1
191,ACCIDENT,MAJOR,-87.69,41.86,1
192,ACCIDENT,MAJOR,-87.69,41.87,5
193,ACCIDENT,MAJOR,-87.69,41.88,32
194,ACCIDENT,MAJOR,-87.69,41.89,2
195,ACCIDENT,MAJOR,-87.69,41.91,1
196,ACCIDENT,MAJOR,-87.69,41.92,2
197,ACCIDENT,MAJOR,-87.69,41.93,47
198,ACCIDENT,MAJOR,-87.69,41.94,2
199,ACCIDENT,MAJOR,-87.69,41.95,6
200,ACCIDENT,MAJOR,-87.69,41.96,6
201,ACCIDENT,MAJOR,-87.69,41.97,5
202,ACCIDENT,MAJOR,-87.69,41.98,4
203,ACCIDENT,MAJOR,-87.69,41.99,2
204,ACCIDENT,MAJOR,-87.69,42.0,3
205,ACCIDENT,MAJOR,-87.69,42.01,1
206,ACCIDENT,MAJOR,-87.68,41.71,1
207,ACCIDENT,MAJOR,-87.68,41.73,1
208,ACCIDENT,MAJOR,-87.68,41.76,1
209,ACCIDENT,MAJOR,-87.68,41.77,2
210,ACCIDENT,MAJOR,-87.68,41.78,2
211,ACCIDENT,MAJOR,-87.68,41.79,1
212,ACCIDENT,MAJOR,-87.68,41.8,4
213,ACCIDENT,MAJOR,-87.68,41.82,3
214,ACCIDENT,MAJOR,-87.68,41.83,6
215,ACCIDENT,MAJOR,-87.68,41.84,48
216,ACCIDENT,MAJOR,-87.68,41.85,3
217,ACCIDENT,MAJOR,-87.68,41.87,1
218,ACCIDENT,MAJOR,-87.68,41.88,85
219,ACCIDENT,MAJOR,-87.68,41.89,3
220,ACCIDENT,MAJOR,-87.68,41.9,1
221,ACCIDENT,MAJOR,-87.68,41.91,5
222,ACCIDENT,MAJOR,-87.68,41.92,25
223,ACCIDENT,MAJOR,-87.68,41.93,12
224,ACCIDENT,MAJOR,-87.68,41.94,1
225,ACCIDENT,MAJOR,-87.68,41.95,13
226,ACCIDENT,MAJOR,-87.68,41.96,3
227,ACCIDENT,MAJOR,-87.68,41.97,1
228,ACCIDENT,MAJOR,-87.68,41.98,3
229,ACCIDENT,MAJOR,-87.68,42.0,3
230,ACCIDENT,MAJOR,-87.68,42.01,2
231,ACCIDENT,MAJOR,-87.68,42.02,2
232,ACCIDENT,MAJOR,-87.67,41.69,2
233,ACCIDENT,MAJOR,-87.67,41.77,1
234,ACCIDENT,MAJOR,-87.67,41.79,1
235,ACCIDENT,MAJOR,-87.67,41.81,1
236,ACCIDENT,MAJOR,-87.67,41.82,1
237,ACCIDENT,MAJOR,-87.67,41.83,2
238,ACCIDENT,MAJOR,-87.67,41.84,45
239,ACCIDENT,MAJOR,-87.67,41.85,4
240,ACCIDENT,MAJOR,-87.67,41.86,2
241,ACCIDENT,MAJOR,-87.67,41.87,9
242,ACCIDENT,MAJOR,-87.67,41.88,83
243,ACCIDENT,MAJOR,-87.67,41.89,3
244,ACCIDENT,MAJOR,-87.67,41.9,5
245,ACCIDENT,MAJOR,-87.67,41.91,40
246,ACCIDENT,MAJOR,-87.67,41.92,54
247,ACCIDENT,MAJOR,-87.67,41.93,8
248,ACCIDENT,MAJOR,-87.67,41.95,3
249,ACCIDENT,MAJOR,-87.67,41.96,1
250,ACCIDENT,MAJOR,-87.67,41.97,2
251,ACCIDENT,MAJOR,-87.67,41.98,2
252,ACCIDENT,MAJOR,-87.67,41.99,7
253,ACCIDENT,MAJOR,-87.67,42.0,1
254,ACCIDENT,MAJOR,-87.67,42.01,2
255,ACCIDENT,MAJOR,-87.67,42.02,1
256,ACCIDENT,MAJOR,-87.66,41.68,5
257,ACCIDENT,MAJOR,-87.66,41.69,9
258,ACCIDENT,MAJOR,-87.66,41.7,9
259,ACCIDENT,MAJOR,-87.66,41.71,4
260,ACCIDENT,MAJOR,-87.66,41.72,2
261,ACCIDENT,MAJOR,-87.66,41.73,1
262,ACCIDENT,MAJOR,-87.66,41.75,2
263,ACCIDENT,MAJOR,-87.66,41.76,1
264,ACCIDENT,MAJOR,-87.66,41.77,2
265,ACCIDENT,MAJOR,-87.66,41.81,1
266,ACCIDENT,MAJOR,-87.66,41.84,36
267,ACCIDENT,MAJOR,-87.66,41.85,1
268,ACCIDENT,MAJOR,-87.66,41.86,5
269,ACCIDENT,MAJOR,-87.66,41.87,3
270,ACCIDENT,MAJOR,-87.66,41.88,123
271,ACCIDENT,MAJOR,-87.66,41.89,20
272,ACCIDENT,MAJOR,-87.66,41.9,360
273,ACCIDENT,MAJOR,-87.66,41.91,49
274,ACCIDENT,MAJOR,-87.66,41.92,1
275,ACCIDENT,MAJOR,-87.66,41.93,4
276,ACCIDENT,MAJOR,-87.66,41.95,1
277,ACCIDENT,MAJOR,-87.66,41.96,4
278,ACCIDENT,MAJOR,-87.66,41.97,2
279,ACCIDENT,MAJOR,-87.66,41.98,4
280,ACCIDENT,MAJOR,-87.66,41.99,9
281,ACCIDENT,MAJOR,-87.66,42.0,4
282,ACCIDENT,MAJOR,-87.66,42.01,1
283,ACCIDENT,MAJOR,-87.66,42.02,2
284,ACCIDENT,MAJOR,-87.65,41.7,1
285,ACCIDENT,MAJOR,-87.65,41.71,4
286,ACCIDENT,MAJOR,-87.65,41.74,5
287,ACCIDENT,MAJOR,-87.65,41.76,1
288,ACCIDENT,MAJOR,-87.65,41.77,1
289,ACCIDENT,MAJOR,-87.65,41.82,1
290,ACCIDENT,MAJOR,-87.65,41.83,1
291,ACCIDENT,MAJOR,-87.65,41.84,18
292,ACCIDENT,MAJOR,-87.65,41.85,68
293,ACCIDENT,MAJOR,-87.65,41.86,3
294,ACCIDENT,MAJOR,-87.65,41.87,62
295,ACCIDENT,MAJOR,-87.65,41.88,192
296,ACCIDENT,MAJOR,-87.65,41.89,145
297,ACCIDENT,MAJOR,-87.65,41.9,2
298,ACCIDENT,MAJOR,-87.65,41.92,1
299,ACCIDENT,MAJOR,-87.65,41.93,3
300,ACCIDENT,MAJOR,-87.65,41.95,1
301,ACCIDENT,MAJOR,-87.65,41.96,9
302,ACCIDENT,MAJOR,-87.65,41.97,5
303,ACCIDENT,MAJOR,-87.65,41.98,2
304,ACCIDENT,MAJOR,-87.65,41.99,4
305,ACCIDENT,MAJOR,-87.64,41.71,20
306,ACCIDENT,MAJOR,-87.64,41.72,11
307,ACCIDENT,MAJOR,-87.64,41.73,1
308,ACCIDENT,MAJOR,-87.64,41.74,2
309,ACCIDENT,MAJOR,-87.64,41.76,1
310,ACCIDENT,MAJOR,-87.64,41.78,1
311,ACCIDENT,MAJOR,-87.64,41.79,3
312,ACCIDENT,MAJOR,-87.64,41.8,1
313,ACCIDENT,MAJOR,-87.64,41.83,11
314,ACCIDENT,MAJOR,-87.64,41.84,1
315,ACCIDENT,MAJOR,-87.64,41.85,157
316,ACCIDENT,MAJOR,-87.64,41.86,161
317,ACCIDENT,MAJOR,-87.64,41.87,225
318,ACCIDENT,MAJOR,-87.64,41.88,32
319,ACCIDENT,MAJOR,-87.64,41.89,18
320,ACCIDENT,MAJOR,-87.64,41.9,5
321,ACCIDENT,MAJOR,-87.64,41.91,1
322,ACCIDENT,MAJOR,-87.64,41.92,2
323,ACCIDENT,MAJOR,-87.64,41.93,3
324,ACCIDENT,MAJOR,-87.64,41.94,8
325,ACCIDENT,MAJOR,-87.64,41.95,7
326,ACCIDENT,MAJOR,-87.63,41.69,1
327,ACCIDENT,MAJOR,-87.63,41.71,6
328,ACCIDENT,MAJOR,-87.63,41.72,20
329,ACCIDENT,MAJOR,-87.63,41.73,2
330,ACCIDENT,MAJOR,-87.63,41.74,42
331,ACCIDENT,MAJOR,-87.63,41.75,31
332,ACCIDENT,MAJOR,-87.63,41.76,85
333,ACCIDENT,MAJOR,-87.63,41.77,79
334,ACCIDENT,MAJOR,-87.63,41.78,135
335,ACCIDENT,MAJOR,-87.63,41.79,108
336,ACCIDENT,MAJOR,-87.63,41.8,79
337,ACCIDENT,MAJOR,-87.63,41.81,143
338,ACCIDENT,MAJOR,-87.63,41.82,102
339,ACCIDENT,MAJOR,-87.63,41.83,63
340,ACCIDENT,MAJOR,-87.63,41.84,119
341,ACCIDENT,MAJOR,-87.63,41.85,86
342,ACCIDENT,MAJOR,-87.63,41.86,15
343,ACCIDENT,MAJOR,-87.63,41.87,8
344,ACCIDENT,MAJOR,-87.63,41.88,12
345,ACCIDENT,MAJOR,-87.63,41.89,8
346,ACCIDENT,MAJOR,-87.63,41.9,2
347,ACCIDENT,MAJOR,-87.63,41.91,15
348,ACCIDENT,MAJOR,-87.63,41.92,9
349,ACCIDENT,MAJOR,-87.63,41.93,7
350,ACCIDENT,MAJOR,-87.63,41.94,4
351,ACCIDENT,MAJOR,-87.62,41.7,1
352,ACCIDENT,MAJOR,-87.62,41.71,19
353,ACCIDENT,MAJOR,-87.62,41.72,50
354,ACCIDENT,MAJOR,-87.62,41.73,77
355,ACCIDENT,MAJOR,-87.62,41.74,49
356,ACCIDENT,MAJOR,-87.62,41.75,48
357,ACCIDENT,MAJOR,-87.62,41.76,9
358,ACCIDENT,MAJOR,-87.62,41.77,7
359,ACCIDENT,MAJOR,-87.62,41.79,1
360,ACCIDENT,MAJOR,-87.62,41.82,2
361,ACCIDENT,MAJOR,-87.62,41.84,1
362,ACCIDENT,MAJOR,-87.62,41.85,37
363,ACCIDENT,MAJOR,-87.62,41.86,10
364,ACCIDENT,MAJOR,-87.62,41.87,17
365,ACCIDENT,MAJOR,-87.62,41.88,16
366,ACCIDENT,MAJOR,-87.62,41.89,9
367,ACCIDENT,MAJOR,-87.62,41.9,30
368,ACCIDENT,MAJOR,-87.62,41.91,3
369,ACCIDENT,MAJOR,-87.61,41.69,2
370,ACCIDENT,MAJOR,-87.61,41.7,1
371,ACCIDENT,MAJOR,-87.61,41.71,81
372,ACCIDENT,MAJOR,-87.61,41.73,1
373,ACCIDENT,MAJOR,-87.61,41.76,1
374,ACCIDENT,MAJOR,-87.61,41.77,1
375,ACCIDENT,MAJOR,-87.61,41.79,3
376,ACCIDENT,MAJOR,-87.61,41.8,1
377,ACCIDENT,MAJOR,-87.61,41.81,1
378,ACCIDENT,MAJOR,-87.61,41.83,3
379,ACCIDENT,MAJOR,-87.61,41.84,8
380,ACCIDENT,MAJOR,-87.61,41.85,18
381,ACCIDENT,MAJOR,-87.61,41.88,1
382,ACCIDENT,MAJOR,-87.61,41.89,13
383,ACCIDENT,MAJOR,-87.6,41.67,54
384,ACCIDENT,MAJOR,-87.6,41.68,35
385,ACCIDENT,MAJOR,-87.6,41.69,52
386,ACCIDENT,MAJOR,-87.6,41.7,33
387,ACCIDENT,MAJOR,-87.6,41.71,21
388,ACCIDENT,MAJOR,-87.6,41.72,2
389,ACCIDENT,MAJOR,-87.6,41.75,1
390,ACCIDENT,MAJOR,-87.6,41.76,2
391,ACCIDENT,MAJOR,-87.6,41.78,1
392,ACCIDENT,MAJOR,-87.6,41.8,1
393,ACCIDENT,MAJOR,-87.6,41.82,6
394,ACCIDENT,MAJOR,-87.6,41.83,1
395,ACCIDENT,MAJOR,-87.6,41.84,5
396,ACCIDENT,MAJOR,-87.59,41.66,63
397,ACCIDENT,MAJOR,-87.59,41.67,9
398,ACCIDENT,MAJOR,-87.59,41.7,26
399,ACCIDENT,MAJOR,-87.59,41.71,32
400,ACCIDENT,MAJOR,-87.59,41.72,7
401,ACCIDENT,MAJOR,-87.59,41.73,1
402,ACCIDENT,MAJOR,-87.59,41.74,3
403,ACCIDENT,MAJOR,-87.59,41.75,2
404,ACCIDENT,MAJOR,-87.59,41.76,1
405,ACCIDENT,MAJOR,-87.59,41.77,2
406,ACCIDENT,MAJOR,-87.59,41.79,3
407,ACCIDENT,MAJOR,-87.59,41.81,8
408,ACCIDENT,MAJOR,-87.59,41.82,1
409,ACCIDENT,MAJOR,-87.58,41.65,26
410,ACCIDENT,MAJOR,-87.58,41.66,4
411,ACCIDENT,MAJOR,-87.58,41.71,8
412,ACCIDENT,MAJOR,-87.58,41.72,6
413,ACCIDENT,MAJOR,-87.58,41.75,2
414,ACCIDENT,MAJOR,-87.58,41.77,1
415,ACCIDENT,MAJOR,-87.58,41.79,7
416,ACCIDENT,MAJOR,-87.58,41.8,7
417,ACCIDENT,MAJOR,-87.57,41.66,4
418,ACCIDENT,MAJOR,-87.57,41.74,1
419,ACCIDENT,MAJOR,-87.57,41.77,1
420,ACCIDENT,MAJOR,-87.57,41.78,3
421,ACCIDENT,MAJOR,-87.56,41.65,1
422,ACCIDENT,MAJOR,-87.56,41.66,1
423,ACCIDENT,MAJOR,-87.56,41.69,1
424,ACCIDENT,MAJOR,-87.56,41.73,1
425,ACCIDENT,MINOR,-87.9,41.98,1
426,ACCIDENT,MINOR,-87.89,41.98,1
427,ACCIDENT,MINOR,-87.88,41.96,3
428,ACCIDENT,MINOR,-87.88,41.98,5
429,ACCIDENT,MINOR,-87.85,41.97,2
430,ACCIDENT,MINOR,-87.85,41.99,1
431,ACCIDENT,MINOR,-87.84,41.94,3
432,ACCIDENT,MINOR,-87.84,41.95,8
433,ACCIDENT,MINOR,-87.84,41.96,2
434,ACCIDENT,MINOR,-87.84,41.98,4
435,ACCIDENT,MINOR,-87.84,41.99,1
436,ACCIDENT,MINOR,-87.83,41.98,5
437,ACCIDENT,MINOR,-87.82,41.95,1
438,ACCIDENT,MINOR,-87.82,41.97,1
439,ACCIDENT,MINOR,-87.82,41.98,9
440,ACCIDENT,MINOR,-87.82,42.0,2
441,ACCIDENT,MINOR,-87.81,41.92,1
442,ACCIDENT,MINOR,-87.81,41.94,2
443,ACCIDENT,MINOR,-87.81,41.95,2
444,ACCIDENT,MINOR,-87.81,41.97,2
445,ACCIDENT,MINOR,-87.81,41.98,10
446,ACCIDENT,MINOR,-87.81,42.02,2
447,ACCIDENT,MINOR,-87.8,41.78,4
448,ACCIDENT,MINOR,-87.8,41.79,6
449,ACCIDENT,MINOR,-87.8,41.8,3
450,ACCIDENT,MINOR,-87.8,41.92,1
451,ACCIDENT,MINOR,-87.8,41.93,2
452,ACCIDENT,MINOR,-87.8,41.94,1
453,ACCIDENT,MINOR,-87.8,41.95,3
454,ACCIDENT,MINOR,-87.8,41.98,13
455,ACCIDENT,MINOR,-87.8,42.0,3
456,ACCIDENT,MINOR,-87.79,41.79,2
457,ACCIDENT,MINOR,-87.79,41.91,1
458,ACCIDENT,MINOR,-87.79,41.92,1
459,ACCIDENT,MINOR,-87.79,41.93,1
460,ACCIDENT,MINOR,-87.79,41.95,2
461,ACCIDENT,MINOR,-87.79,41.98,25
462,ACCIDENT,MINOR,-87.79,41.99,1
463,ACCIDENT,MINOR,-87.79,42.0,3
464,ACCIDENT,MINOR,-87.78,41.79,2
465,ACCIDENT,MINOR,-87.78,41.87,7
466,ACCIDENT,MINOR,-87.78,41.92,2
467,ACCIDENT,MINOR,-87.78,41.94,1
468,ACCIDENT,MINOR,-87.78,41.95,3
469,ACCIDENT,MINOR,-87.78,41.97,1
470,ACCIDENT,MINOR,-87.78,41.98,12
471,ACCIDENT,MINOR,-87.78,41.99,1
472,ACCIDENT,MINOR,-87.78,42.0,1
473,ACCIDENT,MINOR,-87.78,42.01,1
474,ACCIDENT,MINOR,-87.77,41.79,2
475,ACCIDENT,MINOR,-87.77,41.87,21
476,ACCIDENT,MINOR,-87.77,41.89,1
477,ACCIDENT,MINOR,-87.77,41.9,2
478,ACCIDENT,MINOR,-87.77,41.91,1
479,ACCIDENT,MINOR,-87.77,41.92,1
480,ACCIDENT,MINOR,-87.77,41.93,2
481,ACCIDENT,MINOR,-87.77,41.94,1
482,ACCIDENT,MINOR,-87.77,41.96,2
483,ACCIDENT,MINOR,-87.77,41.97,8
484,ACCIDENT,MINOR,-87.77,41.98,8
485,ACCIDENT,MINOR,-87.77,41.99,2
486,ACCIDENT,MINOR,-87.77,42.0,1
487,ACCIDENT,MINOR,-87.76,41.78,1
488,ACCIDENT,MINOR,-87.76,41.8,4
489,ACCIDENT,MINOR,-87.76,41.81,4
490,ACCIDENT,MINOR,-87.76,41.87,12
491,ACCIDENT,MINOR,-87.76,41.88,1
492,ACCIDENT,MINOR,-87.76,41.89,4
493,ACCIDENT,MINOR,-87.76,41.9,1
494,ACCIDENT,MINOR,-87.76,41.92,3
495,ACCIDENT,MINOR,-87.76,41.93,1
496,ACCIDENT,MINOR,-87.76,41.95,2
497,ACCIDENT,MINOR,-87.76,41.96,2
498,ACCIDENT,MINOR,-87.76,41.97,26
499,ACCIDENT,MINOR,-87.76,41.98,2
500,ACCIDENT,MINOR,-87.76,42.0,5
501,ACCIDENT,MINOR,-87.75,41.81,2
502,ACCIDENT,MINOR,-87.75,41.82,2
503,ACCIDENT,MINOR,-87.75,41.87,8
504,ACCIDENT,MINOR,-87.75,41.88,1
505,ACCIDENT,MINOR,-87.75,41.89,4
506,ACCIDENT,MINOR,-87.75,41.9,1
507,ACCIDENT,MINOR,-87.75,41.91,2
508,ACCIDENT,MINOR,-87.75,41.92,3
509,ACCIDENT,MINOR,-87.75,41.93,1
510,ACCIDENT,MINOR,-87.75,41.94,2
511,ACCIDENT,MINOR,-87.75,41.95,2
512,ACCIDENT,MINOR,-87.75,41.96,27
513,ACCIDENT,MINOR,-87.75,41.97,28
514,ACCIDENT,MINOR,-87.75,41.98,18
515,ACCIDENT,MINOR,-87.75,41.99,15
516,ACCIDENT,MINOR,-87.74,41.75,3
517,ACCIDENT,MINOR,-87.74,41.77,1
518,ACCIDENT,MINOR,-87.74,41.78,11
519,ACCIDENT,MINOR,-87.74,41.79,5
520,ACCIDENT,MINOR,-87.74,41.8,2
