,type,updated_subtype,longitude,latitude,count
3488,HAZARD,WEATHER,-87.65,41.94,14
3489,HAZARD,WEATHER,-87.65,41.95,19
3490,HAZARD,WEATHER,-87.65,41.96,64
3491,HAZARD,WEATHER,-87.65,41.97,39
3492,HAZARD,WEATHER,-87.65,41.98,20
3493,HAZARD,WEATHER,-87.65,41.99,15
3494,HAZARD,WEATHER,-87.64,41.66,7
3495,HAZARD,WEATHER,-87.64,41.67,1
3496,HAZARD,WEATHER,-87.64,41.68,1
3497,HAZARD,WEATHER,-87.64,41.69,3
3498,HAZARD,WEATHER,-87.64,41.7,1
3499,HAZARD,WEATHER,-87.64,41.71,2
3500,HAZARD,WEATHER,-87.64,41.72,10
3501,HAZARD,WEATHER,-87.64,41.74,7
3502,HAZARD,WEATHER,-87.64,41.75,4
3503,HAZARD,WEATHER,-87.64,41.76,1
3504,HAZARD,WEATHER,-87.64,41.77,3
3505,HAZARD,WEATHER,-87.64,41.78,3
3506,HAZARD,WEATHER,-87.64,41.79,5
3507,HAZARD,WEATHER,-87.64,41.8,2
3508,HAZARD,WEATHER,-87.64,41.81,6
3509,HAZARD,WEATHER,-87.64,41.82,4
3510,HAZARD,WEATHER,-87.64,41.83,1
3511,HAZARD,WEATHER,-87.64,41.84,3
3512,HAZARD,WEATHER,-87.64,41.85,83
3513,HAZARD,WEATHER,-87.64,41.86,54
3514,HAZARD,WEATHER,-87.64,41.87,32
3515,HAZARD,WEATHER,-87.64,41.88,29
3516,HAZARD,WEATHER,-87.64,41.89,14
3517,HAZARD,WEATHER,-87.64,41.9,12
3518,HAZARD,WEATHER,-87.64,41.91,6
3519,HAZARD,WEATHER,-87.64,41.92,9
3520,HAZARD,WEATHER,-87.64,41.93,9
3521,HAZARD,WEATHER,-87.64,41.94,36
3522,HAZARD,WEATHER,-87.64,41.95,19
3523,HAZARD,WEATHER,-87.64,41.96,1
3524,HAZARD,WEATHER,-87.63,41.66,2
3525,HAZARD,WEATHER,-87.63,41.67,2
3526,HAZARD,WEATHER,-87.63,41.68,2
3527,HAZARD,WEATHER,-87.63,41.71,3
3528,HAZARD,WEATHER,-87.63,41.72,9
3529,HAZARD,WEATHER,-87.63,41.73,1
3530,HAZARD,WEATHER,-87.63,41.74,18
3531,HAZARD,WEATHER,-87.63,41.75,9
3532,HAZARD,WEATHER,-87.63,41.76,23
3533,HAZARD,WEATHER,-87.63,41.77,22
3534,HAZARD,WEATHER,-87.63,41.78,31
3535,HAZARD,WEATHER,-87.63,41.79,25
3536,HAZARD,WEATHER,-87.63,41.8,21
3537,HAZARD,WEATHER,-87.63,41.81,19
3538,HAZARD,WEATHER,-87.63,41.82,17
3539,HAZARD,WEATHER,-87.63,41.83,29
3540,HAZARD,WEATHER,-87.63,41.84,31
3541,HAZARD,WEATHER,-87.63,41.85,24
3542,HAZARD,WEATHER,-87.63,41.86,7
3543,HAZARD,WEATHER,-87.63,41.87,11
3544,HAZARD,WEATHER,-87.63,41.88,27
3545,HAZARD,WEATHER,-87.63,41.89,28
3546,HAZARD,WEATHER,-87.63,41.9,14
3547,HAZARD,WEATHER,-87.63,41.91,117
3548,HAZARD,WEATHER,-87.63,41.92,33
3549,HAZARD,WEATHER,-87.63,41.93,42
3550,HAZARD,WEATHER,-87.63,41.94,14
3551,HAZARD,WEATHER,-87.62,41.66,5
3552,HAZARD,WEATHER,-87.62,41.68,2
3553,HAZARD,WEATHER,-87.62,41.69,3
3554,HAZARD,WEATHER,-87.62,41.7,2
3555,HAZARD,WEATHER,-87.62,41.71,4
3556,HAZARD,WEATHER,-87.62,41.72,12
3557,HAZARD,WEATHER,-87.62,41.73,14
3558,HAZARD,WEATHER,-87.62,41.74,12
3559,HAZARD,WEATHER,-87.62,41.75,6
3560,HAZARD,WEATHER,-87.62,41.76,5
3561,HAZARD,WEATHER,-87.62,41.77,8
3562,HAZARD,WEATHER,-87.62,41.78,1
3563,HAZARD,WEATHER,-87.62,41.79,6
3564,HAZARD,WEATHER,-87.62,41.8,1
3565,HAZARD,WEATHER,-87.62,41.82,4
3566,HAZARD,WEATHER,-87.62,41.83,3
3567,HAZARD,WEATHER,-87.62,41.84,3
3568,HAZARD,WEATHER,-87.62,41.85,19
3569,HAZARD,WEATHER,-87.62,41.86,22
3570,HAZARD,WEATHER,-87.62,41.87,27
3571,HAZARD,WEATHER,-87.62,41.88,21
3572,HAZARD,WEATHER,-87.62,41.89,44
3573,HAZARD,WEATHER,-87.62,41.9,77
3574,HAZARD,WEATHER,-87.62,41.91,2
3575,HAZARD,WEATHER,-87.61,41.69,4
3576,HAZARD,WEATHER,-87.61,41.7,3
3577,HAZARD,WEATHER,-87.61,41.71,22
3578,HAZARD,WEATHER,-87.61,41.72,1
3579,HAZARD,WEATHER,-87.61,41.73,2
3580,HAZARD,WEATHER,-87.61,41.74,2
3581,HAZARD,WEATHER,-87.61,41.75,2
3582,HAZARD,WEATHER,-87.61,41.76,7
3583,HAZARD,WEATHER,-87.61,41.77,8
3584,HAZARD,WEATHER,-87.61,41.78,4
3585,HAZARD,WEATHER,-87.61,41.79,7
3586,HAZARD,WEATHER,-87.61,41.8,1
3587,HAZARD,WEATHER,-87.61,41.81,1
3588,HAZARD,WEATHER,-87.61,41.82,4
3589,HAZARD,WEATHER,-87.61,41.83,3
3590,HAZARD,WEATHER,-87.61,41.84,11
3591,HAZARD,WEATHER,-87.61,41.85,18
3592,HAZARD,WEATHER,-87.61,41.88,3
3593,HAZARD,WEATHER,-87.61,41.89,46
3594,HAZARD,WEATHER,-87.61,41.9,1
3595,HAZARD,WEATHER,-87.6,41.66,7
3596,HAZARD,WEATHER,-87.6,41.67,18
3597,HAZARD,WEATHER,-87.6,41.68,22
3598,HAZARD,WEATHER,-87.6,41.69,67
3599,HAZARD,WEATHER,-87.6,41.7,19
3600,HAZARD,WEATHER,-87.6,41.71,8
3601,HAZARD,WEATHER,-87.6,41.73,3
3602,HAZARD,WEATHER,-87.6,41.74,1
3603,HAZARD,WEATHER,-87.6,41.75,4
3604,HAZARD,WEATHER,-87.6,41.76,3
3605,HAZARD,WEATHER,-87.6,41.78,1
3606,HAZARD,WEATHER,-87.6,41.79,3
3607,HAZARD,WEATHER,-87.6,41.8,3
3608,HAZARD,WEATHER,-87.6,41.81,3
3609,HAZARD,WEATHER,-87.6,41.82,2
3610,HAZARD,WEATHER,-87.6,41.83,2
3611,HAZARD,WEATHER,-87.6,41.89,2
3612,HAZARD,WEATHER,-87.59,41.66,221
3613,HAZARD,WEATHER,-87.59,41.67,9
3614,HAZARD,WEATHER,-87.59,41.7,46
3615,HAZARD,WEATHER,-87.59,41.71,55
3616,HAZARD,WEATHER,-87.59,41.72,5
3617,HAZARD,WEATHER,-87.59,41.73,5
3618,HAZARD,WEATHER,-87.59,41.74,2
3619,HAZARD,WEATHER,-87.59,41.75,9
3620,HAZARD,WEATHER,-87.59,41.76,2
3621,HAZARD,WEATHER,-87.59,41.77,5
3622,HAZARD,WEATHER,-87.59,41.78,9
3623,HAZARD,WEATHER,-87.59,41.79,14
3624,HAZARD,WEATHER,-87.59,41.8,10
3625,HAZARD,WEATHER,-87.59,41.81,17
3626,HAZARD,WEATHER,-87.59,41.82,2
3627,HAZARD,WEATHER,-87.58,41.65,71
3628,HAZARD,WEATHER,-87.58,41.66,25
3629,HAZARD,WEATHER,-87.58,41.71,9
3630,HAZARD,WEATHER,-87.58,41.72,6
3631,HAZARD,WEATHER,-87.58,41.73,1
3632,HAZARD,WEATHER,-87.58,41.74,10
3633,HAZARD,WEATHER,-87.58,41.75,2
3634,HAZARD,WEATHER,-87.58,41.76,2
3635,HAZARD,WEATHER,-87.58,41.77,2
3636,HAZARD,WEATHER,-87.58,41.78,29
3637,HAZARD,WEATHER,-87.58,41.79,5
3638,HAZARD,WEATHER,-87.58,41.8,7
3639,HAZARD,WEATHER,-87.58,41.81,1
3640,HAZARD,WEATHER,-87.57,41.66,7
3641,HAZARD,WEATHER,-87.57,41.7,1
3642,HAZARD,WEATHER,-87.57,41.72,4
3643,HAZARD,WEATHER,-87.57,41.73,2
3644,HAZARD,WEATHER,-87.57,41.74,5
3645,HAZARD,WEATHER,-87.57,41.75,4
3646,HAZARD,WEATHER,-87.57,41.76,2
3647,HAZARD,WEATHER,-87.57,41.77,6
3648,HAZARD,WEATHER,-87.57,41.78,7
3649,HAZARD,WEATHER,-87.56,41.65,6
3650,HAZARD,WEATHER,-87.56,41.66,13
3651,HAZARD,WEATHER,-87.56,41.67,1
3652,HAZARD,WEATHER,-87.56,41.69,3
3653,HAZARD,WEATHER,-87.56,41.7,3
3654,HAZARD,WEATHER,-87.56,41.71,1
3655,HAZARD,WEATHER,-87.56,41.72,3
3656,HAZARD,WEATHER,-87.56,41.73,6
3657,HAZARD,WEATHER,-87.56,41.74,3
3658,HAZARD,WEATHER,-87.56,41.75,4
3659,HAZARD,WEATHER,-87.56,41.76,1
3660,HAZARD,WEATHER,-87.56,41.77,1
3661,JAM,HEAVY_TRAFFIC,-87.91,41.98,11
3662,JAM,HEAVY_TRAFFIC,-87.9,41.94,1
3663,JAM,HEAVY_TRAFFIC,-87.9,41.95,3
3664,JAM,HEAVY_TRAFFIC,-87.9,41.98,87
3665,JAM,HEAVY_TRAFFIC,-87.89,41.95,4
3666,JAM,HEAVY_TRAFFIC,-87.89,41.96,17
3667,JAM,HEAVY_TRAFFIC,-87.89,41.97,7
3668,JAM,HEAVY_TRAFFIC,-87.89,41.98,80
3669,JAM,HEAVY_TRAFFIC,-87.89,41.99,1
3670,JAM,HEAVY_TRAFFIC,-87.89,42.0,1
3671,JAM,HEAVY_TRAFFIC,-87.88,41.96,31
3672,JAM,HEAVY_TRAFFIC,-87.88,41.98,70
3673,JAM,HEAVY_TRAFFIC,-87.88,41.99,3
3674,JAM,HEAVY_TRAFFIC,-87.87,42.01,1
3675,JAM,HEAVY_TRAFFIC,-87.86,41.98,1
3676,JAM,HEAVY_TRAFFIC,-87.85,41.95,4
3677,JAM,HEAVY_TRAFFIC,-87.85,41.97,10
3678,JAM,HEAVY_TRAFFIC,-87.85,41.98,21
3679,JAM,HEAVY_TRAFFIC,-87.85,41.99,1
3680,JAM,HEAVY_TRAFFIC,-87.84,41.94,56
3681,JAM,HEAVY_TRAFFIC,-87.84,41.95,121
3682,JAM,HEAVY_TRAFFIC,-87.84,41.96,68
3683,JAM,HEAVY_TRAFFIC,-87.84,41.97,2
3684,JAM,HEAVY_TRAFFIC,-87.84,41.98,507
3685,JAM,HEAVY_TRAFFIC,-87.84,41.99,14
3686,JAM,HEAVY_TRAFFIC,-87.83,41.94,13
3687,JAM,HEAVY_TRAFFIC,-87.83,41.95,34
3688,JAM,HEAVY_TRAFFIC,-87.83,41.98,610
3689,JAM,HEAVY_TRAFFIC,-87.83,41.99,3
3690,JAM,HEAVY_TRAFFIC,-87.82,41.94,1
3691,JAM,HEAVY_TRAFFIC,-87.82,41.95,18
3692,JAM,HEAVY_TRAFFIC,-87.82,41.97,8
3693,JAM,HEAVY_TRAFFIC,-87.82,41.98,1091
3694,JAM,HEAVY_TRAFFIC,-87.82,41.99,3
3695,JAM,HEAVY_TRAFFIC,-87.82,42.0,70
3696,JAM,HEAVY_TRAFFIC,-87.82,42.01,15
3697,JAM,HEAVY_TRAFFIC,-87.81,41.92,62
3698,JAM,HEAVY_TRAFFIC,-87.81,41.93,68
3699,JAM,HEAVY_TRAFFIC,-87.81,41.94,105
3700,JAM,HEAVY_TRAFFIC,-87.81,41.95,102
3701,JAM,HEAVY_TRAFFIC,-87.81,41.97,38
3702,JAM,HEAVY_TRAFFIC,-87.81,41.98,1417
3703,JAM,HEAVY_TRAFFIC,-87.81,41.99,26
3704,JAM,HEAVY_TRAFFIC,-87.81,42.0,191
3705,JAM,HEAVY_TRAFFIC,-87.81,42.02,6
3706,JAM,HEAVY_TRAFFIC,-87.8,41.76,17
3707,JAM,HEAVY_TRAFFIC,-87.8,41.77,5
3708,JAM,HEAVY_TRAFFIC,-87.8,41.78,124
3709,JAM,HEAVY_TRAFFIC,-87.8,41.79,175
3710,JAM,HEAVY_TRAFFIC,-87.8,41.8,38
3711,JAM,HEAVY_TRAFFIC,-87.8,41.91,2
3712,JAM,HEAVY_TRAFFIC,-87.8,41.92,38
3713,JAM,HEAVY_TRAFFIC,-87.8,41.93,25
3714,JAM,HEAVY_TRAFFIC,-87.8,41.94,36
3715,JAM,HEAVY_TRAFFIC,-87.8,41.95,182
3716,JAM,HEAVY_TRAFFIC,-87.8,41.96,33
3717,JAM,HEAVY_TRAFFIC,-87.8,41.98,1084
3718,JAM,HEAVY_TRAFFIC,-87.8,41.99,14
3719,JAM,HEAVY_TRAFFIC,-87.8,42.0,58
3720,JAM,HEAVY_TRAFFIC,-87.79,41.78,20
3721,JAM,HEAVY_TRAFFIC,-87.79,41.79,45
3722,JAM,HEAVY_TRAFFIC,-87.79,41.8,10
3723,JAM,HEAVY_TRAFFIC,-87.79,41.91,83
3724,JAM,HEAVY_TRAFFIC,-87.79,41.92,44
3725,JAM,HEAVY_TRAFFIC,-87.79,41.93,53
3726,JAM,HEAVY_TRAFFIC,-87.79,41.94,45
3727,JAM,HEAVY_TRAFFIC,-87.79,41.95,152
3728,JAM,HEAVY_TRAFFIC,-87.79,41.96,22
3729,JAM,HEAVY_TRAFFIC,-87.79,41.97,127
3730,JAM,HEAVY_TRAFFIC,-87.79,41.98,1972
3731,JAM,HEAVY_TRAFFIC,-87.79,41.99,101
3732,JAM,HEAVY_TRAFFIC,-87.79,42.0,297
3733,JAM,HEAVY_TRAFFIC,-87.79,42.01,1
3734,JAM,HEAVY_TRAFFIC,-87.78,41.78,17
3735,JAM,HEAVY_TRAFFIC,-87.78,41.79,72
3736,JAM,HEAVY_TRAFFIC,-87.78,41.87,241
3737,JAM,HEAVY_TRAFFIC,-87.78,41.91,43
3738,JAM,HEAVY_TRAFFIC,-87.78,41.92,60
3739,JAM,HEAVY_TRAFFIC,-87.78,41.93,38
3740,JAM,HEAVY_TRAFFIC,-87.78,41.94,59
3741,JAM,HEAVY_TRAFFIC,-87.78,41.95,63
3742,JAM,HEAVY_TRAFFIC,-87.78,41.96,33
3743,JAM,HEAVY_TRAFFIC,-87.78,41.97,69
3744,JAM,HEAVY_TRAFFIC,-87.78,41.98,2428
3745,JAM,HEAVY_TRAFFIC,-87.78,41.99,7
3746,JAM,HEAVY_TRAFFIC,-87.78,42.0,240
3747,JAM,HEAVY_TRAFFIC,-87.77,41.78,5
3748,JAM,HEAVY_TRAFFIC,-87.77,41.79,62
3749,JAM,HEAVY_TRAFFIC,-87.77,41.8,4
3750,JAM,HEAVY_TRAFFIC,-87.77,41.87,1015
3751,JAM,HEAVY_TRAFFIC,-87.77,41.88,64
3752,JAM,HEAVY_TRAFFIC,-87.77,41.89,47
3753,JAM,HEAVY_TRAFFIC,-87.77,41.9,65
3754,JAM,HEAVY_TRAFFIC,-87.77,41.91,110
3755,JAM,HEAVY_TRAFFIC,-87.77,41.92,116
3756,JAM,HEAVY_TRAFFIC,-87.77,41.93,70
3757,JAM,HEAVY_TRAFFIC,-87.77,41.94,65
3758,JAM,HEAVY_TRAFFIC,-87.77,41.95,75
3759,JAM,HEAVY_TRAFFIC,-87.77,41.96,73
3760,JAM,HEAVY_TRAFFIC,-87.77,41.97,2057
3761,JAM,HEAVY_TRAFFIC,-87.77,41.98,1345
3762,JAM,HEAVY_TRAFFIC,-87.77,41.99,222
3763,JAM,HEAVY_TRAFFIC,-87.77,42.0,264
3764,JAM,HEAVY_TRAFFIC,-87.77,42.01,9
3765,JAM,HEAVY_TRAFFIC,-87.76,41.77,1
3766,JAM,HEAVY_TRAFFIC,-87.76,41.78,25
3767,JAM,HEAVY_TRAFFIC,-87.76,41.79,115
3768,JAM,HEAVY_TRAFFIC,-87.76,41.8,75
3769,JAM,HEAVY_TRAFFIC,-87.76,41.81,95
3770,JAM,HEAVY_TRAFFIC,-87.76,41.87,987
3771,JAM,HEAVY_TRAFFIC,-87.76,41.88,68
3772,JAM,HEAVY_TRAFFIC,-87.76,41.89,80
3773,JAM,HEAVY_TRAFFIC,-87.76,41.9,61
3774,JAM,HEAVY_TRAFFIC,-87.76,41.91,84
3775,JAM,HEAVY_TRAFFIC,-87.76,41.92,227
3776,JAM,HEAVY_TRAFFIC,-87.76,41.93,63
3777,JAM,HEAVY_TRAFFIC,-87.76,41.94,34
3778,JAM,HEAVY_TRAFFIC,-87.76,41.95,76
3779,JAM,HEAVY_TRAFFIC,-87.76,41.96,200
3780,JAM,HEAVY_TRAFFIC,-87.76,41.97,2752
3781,JAM,HEAVY_TRAFFIC,-87.76,41.98,450
3782,JAM,HEAVY_TRAFFIC,-87.76,41.99,97
3783,JAM,HEAVY_TRAFFIC,-87.76,42.0,314
3784,JAM,HEAVY_TRAFFIC,-87.75,41.78,9
3785,JAM,HEAVY_TRAFFIC,-87.75,41.79,12
3786,JAM,HEAVY_TRAFFIC,-87.75,41.8,2
3787,JAM,HEAVY_TRAFFIC,-87.75,41.81,48
3788,JAM,HEAVY_TRAFFIC,-87.75,41.82,276
3789,JAM,HEAVY_TRAFFIC,-87.75,41.87,877
3790,JAM,HEAVY_TRAFFIC,-87.75,41.88,85
3791,JAM,HEAVY_TRAFFIC,-87.75,41.89,82
3792,JAM,HEAVY_TRAFFIC,-87.75,41.9,277
3793,JAM,HEAVY_TRAFFIC,-87.75,41.91,71
3794,JAM,HEAVY_TRAFFIC,-87.75,41.92,93
3795,JAM,HEAVY_TRAFFIC,-87.75,41.93,66
3796,JAM,HEAVY_TRAFFIC,-87.75,41.94,75
3797,JAM,HEAVY_TRAFFIC,-87.75,41.95,340
3798,JAM,HEAVY_TRAFFIC,-87.75,41.96,1820
3799,JAM,HEAVY_TRAFFIC,-87.75,41.97,2399
3800,JAM,HEAVY_TRAFFIC,-87.75,41.98,2194
3801,JAM,HEAVY_TRAFFIC,-87.75,41.99,866
3802,JAM,HEAVY_TRAFFIC,-87.75,42.0,61
3803,JAM,HEAVY_TRAFFIC,-87.74,41.74,20
3804,JAM,HEAVY_TRAFFIC,-87.74,41.75,45
3805,JAM,HEAVY_TRAFFIC,-87.74,41.76,1
3806,JAM,HEAVY_TRAFFIC,-87.74,41.77,46
3807,JAM,HEAVY_TRAFFIC,-87.74,41.78,159
3808,JAM,HEAVY_TRAFFIC,-87.74,41.79,235
3809,JAM,HEAVY_TRAFFIC,-87.74,41.8,169
3810,JAM,HEAVY_TRAFFIC,-87.74,41.81,339
3811,JAM,HEAVY_TRAFFIC,-87.74,41.82,1251
3812,JAM,HEAVY_TRAFFIC,-87.74,41.84,35
3813,JAM,HEAVY_TRAFFIC,-87.74,41.85,79
3814,JAM,HEAVY_TRAFFIC,-87.74,41.86,16
3815,JAM,HEAVY_TRAFFIC,-87.74,41.87,828
3816,JAM,HEAVY_TRAFFIC,-87.74,41.88,95
3817,JAM,HEAVY_TRAFFIC,-87.74,41.89,13
3818,JAM,HEAVY_TRAFFIC,-87.74,41.9,60
3819,JAM,HEAVY_TRAFFIC,-87.74,41.91,41
3820,JAM,HEAVY_TRAFFIC,-87.74,41.92,50
3821,JAM,HEAVY_TRAFFIC,-87.74,41.93,46
3822,JAM,HEAVY_TRAFFIC,-87.74,41.94,66
3823,JAM,HEAVY_TRAFFIC,-87.74,41.95,311
3824,JAM,HEAVY_TRAFFIC,-87.74,41.96,2945
3825,JAM,HEAVY_TRAFFIC,-87.74,41.97,349
3826,JAM,HEAVY_TRAFFIC,-87.74,41.98,62
3827,JAM,HEAVY_TRAFFIC,-87.74,41.99,54
3828,JAM,HEAVY_TRAFFIC,-87.74,42.0,15
3829,JAM,HEAVY_TRAFFIC,-87.73,41.74,3
3830,JAM,HEAVY_TRAFFIC,-87.73,41.75,4
3831,JAM,HEAVY_TRAFFIC,-87.73,41.77,17
3832,JAM,HEAVY_TRAFFIC,-87.73,41.78,32
3833,JAM,HEAVY_TRAFFIC,-87.73,41.79,45
3834,JAM,HEAVY_TRAFFIC,-87.73,41.8,33
3835,JAM,HEAVY_TRAFFIC,-87.73,41.81,38
3836,JAM,HEAVY_TRAFFIC,-87.73,41.82,705
3837,JAM,HEAVY_TRAFFIC,-87.73,41.84,109
3838,JAM,HEAVY_TRAFFIC,-87.73,41.85,118
3839,JAM,HEAVY_TRAFFIC,-87.73,41.86,23
3840,JAM,HEAVY_TRAFFIC,-87.73,41.87,689
3841,JAM,HEAVY_TRAFFIC,-87.73,41.88,87
3842,JAM,HEAVY_TRAFFIC,-87.73,41.89,34
3843,JAM,HEAVY_TRAFFIC,-87.73,41.9,201
3844,JAM,HEAVY_TRAFFIC,-87.73,41.91,143
3845,JAM,HEAVY_TRAFFIC,-87.73,41.92,138
3846,JAM,HEAVY_TRAFFIC,-87.73,41.93,115
3847,JAM,HEAVY_TRAFFIC,-87.73,41.94,246
3848,JAM,HEAVY_TRAFFIC,-87.73,41.95,2089
3849,JAM,HEAVY_TRAFFIC,-87.73,41.96,857
3850,JAM,HEAVY_TRAFFIC,-87.73,41.97,225
3851,JAM,HEAVY_TRAFFIC,-87.73,41.98,220
3852,JAM,HEAVY_TRAFFIC,-87.73,41.99,123
3853,JAM,HEAVY_TRAFFIC,-87.73,42.0,46
3854,JAM,HEAVY_TRAFFIC,-87.72,41.68,2
3855,JAM,HEAVY_TRAFFIC,-87.72,41.69,3
3856,JAM,HEAVY_TRAFFIC,-87.72,41.74,68
3857,JAM,HEAVY_TRAFFIC,-87.72,41.75,25
3858,JAM,HEAVY_TRAFFIC,-87.72,41.76,28
3859,JAM,HEAVY_TRAFFIC,-87.72,41.77,29
3860,JAM,HEAVY_TRAFFIC,-87.72,41.78,72
3861,JAM,HEAVY_TRAFFIC,-87.72,41.79,79
3862,JAM,HEAVY_TRAFFIC,-87.72,41.8,106
3863,JAM,HEAVY_TRAFFIC,-87.72,41.81,149
3864,JAM,HEAVY_TRAFFIC,-87.72,41.82,729
3865,JAM,HEAVY_TRAFFIC,-87.72,41.83,244
3866,JAM,HEAVY_TRAFFIC,-87.72,41.84,94
3867,JAM,HEAVY_TRAFFIC,-87.72,41.85,89
3868,JAM,HEAVY_TRAFFIC,-87.72,41.86,14
3869,JAM,HEAVY_TRAFFIC,-87.72,41.87,743
3870,JAM,HEAVY_TRAFFIC,-87.72,41.88,125
3871,JAM,HEAVY_TRAFFIC,-87.72,41.89,95
3872,JAM,HEAVY_TRAFFIC,-87.72,41.9,228
3873,JAM,HEAVY_TRAFFIC,-87.72,41.91,79
3874,JAM,HEAVY_TRAFFIC,-87.72,41.92,103
3875,JAM,HEAVY_TRAFFIC,-87.72,41.93,121
3876,JAM,HEAVY_TRAFFIC,-87.72,41.94,1212
3877,JAM,HEAVY_TRAFFIC,-87.72,41.95,2344
3878,JAM,HEAVY_TRAFFIC,-87.72,41.96,236
3879,JAM,HEAVY_TRAFFIC,-87.72,41.97,96
3880,JAM,HEAVY_TRAFFIC,-87.72,41.98,282
3881,JAM,HEAVY_TRAFFIC,-87.72,41.99,49
3882,JAM,HEAVY_TRAFFIC,-87.72,42.0,116
3883,JAM,HEAVY_TRAFFIC,-87.71,41.69,5
3884,JAM,HEAVY_TRAFFIC,-87.71,41.7,1
3885,JAM,HEAVY_TRAFFIC,-87.71,41.74,27
3886,JAM,HEAVY_TRAFFIC,-87.71,41.75,19
3887,JAM,HEAVY_TRAFFIC,-87.71,41.76,5
3888,JAM,HEAVY_TRAFFIC,-87.71,41.77,5
3889,JAM,HEAVY_TRAFFIC,-87.71,41.78,11
3890,JAM,HEAVY_TRAFFIC,-87.71,41.79,26
3891,JAM,HEAVY_TRAFFIC,-87.71,41.8,21
3892,JAM,HEAVY_TRAFFIC,-87.71,41.81,83
3893,JAM,HEAVY_TRAFFIC,-87.71,41.83,569
3894,JAM,HEAVY_TRAFFIC,-87.71,41.84,62
3895,JAM,HEAVY_TRAFFIC,-87.71,41.85,51
3896,JAM,HEAVY_TRAFFIC,-87.71,41.86,32
3897,JAM,HEAVY_TRAFFIC,-87.71,41.87,524
3898,JAM,HEAVY_TRAFFIC,-87.71,41.88,46
3899,JAM,HEAVY_TRAFFIC,-87.71,41.89,37
3900,JAM,HEAVY_TRAFFIC,-87.71,41.9,148
3901,JAM,HEAVY_TRAFFIC,-87.71,41.91,76
3902,JAM,HEAVY_TRAFFIC,-87.71,41.92,113
3903,JAM,HEAVY_TRAFFIC,-87.71,41.93,416
3904,JAM,HEAVY_TRAFFIC,-87.71,41.94,2731
3905,JAM,HEAVY_TRAFFIC,-87.71,41.95,729
3906,JAM,HEAVY_TRAFFIC,-87.71,41.96,344
3907,JAM,HEAVY_TRAFFIC,-87.71,41.97,565
3908,JAM,HEAVY_TRAFFIC,-87.71,41.98,558
3909,JAM,HEAVY_TRAFFIC,-87.71,41.99,552
3910,JAM,HEAVY_TRAFFIC,-87.71,42.0,216
3911,JAM,HEAVY_TRAFFIC,-87.71,42.01,71
3912,JAM,HEAVY_TRAFFIC,-87.7,41.68,1
3913,JAM,HEAVY_TRAFFIC,-87.7,41.69,18
3914,JAM,HEAVY_TRAFFIC,-87.7,41.74,24
3915,JAM,HEAVY_TRAFFIC,-87.7,41.75,42
3916,JAM,HEAVY_TRAFFIC,-87.7,41.76,7
3917,JAM,HEAVY_TRAFFIC,-87.7,41.77,19
3918,JAM,HEAVY_TRAFFIC,-87.7,41.78,28
3919,JAM,HEAVY_TRAFFIC,-87.7,41.79,51
3920,JAM,HEAVY_TRAFFIC,-87.7,41.8,53
3921,JAM,HEAVY_TRAFFIC,-87.7,41.81,67
3922,JAM,HEAVY_TRAFFIC,-87.7,41.82,73
3923,JAM,HEAVY_TRAFFIC,-87.7,41.83,952
3924,JAM,HEAVY_TRAFFIC,-87.7,41.84,104
3925,JAM,HEAVY_TRAFFIC,-87.7,41.85,108
3926,JAM,HEAVY_TRAFFIC,-87.7,41.86,148
3927,JAM,HEAVY_TRAFFIC,-87.7,41.87,157
3928,JAM,HEAVY_TRAFFIC,-87.7,41.88,438
3929,JAM,HEAVY_TRAFFIC,-87.7,41.89,153
3930,JAM,HEAVY_TRAFFIC,-87.7,41.9,316
3931,JAM,HEAVY_TRAFFIC,-87.7,41.91,354
3932,JAM,HEAVY_TRAFFIC,-87.7,41.92,731
3933,JAM,HEAVY_TRAFFIC,-87.7,41.93,2017
3934,JAM,HEAVY_TRAFFIC,-87.7,41.94,1718
3935,JAM,HEAVY_TRAFFIC,-87.7,41.95,628
3936,JAM,HEAVY_TRAFFIC,-87.7,41.96,390
3937,JAM,HEAVY_TRAFFIC,-87.7,41.97,130
3938,JAM,HEAVY_TRAFFIC,-87.7,41.98,152
3939,JAM,HEAVY_TRAFFIC,-87.7,41.99,295
3940,JAM,HEAVY_TRAFFIC,-87.7,42.0,115
3941,JAM,HEAVY_TRAFFIC,-87.7,42.01,142
3942,JAM,HEAVY_TRAFFIC,-87.7,42.02,1
3943,JAM,HEAVY_TRAFFIC,-87.69,41.69,15
3944,JAM,HEAVY_TRAFFIC,-87.69,41.7,1
3945,JAM,HEAVY_TRAFFIC,-87.69,41.71,12
3946,JAM,HEAVY_TRAFFIC,-87.69,41.74,2
3947,JAM,HEAVY_TRAFFIC,-87.69,41.75,6
3948,JAM,HEAVY_TRAFFIC,-87.69,41.76,9
3949,JAM,HEAVY_TRAFFIC,-87.69,41.77,7
3950,JAM,HEAVY_TRAFFIC,-87.69,41.78,23
3951,JAM,HEAVY_TRAFFIC,-87.69,41.79,45
3952,JAM,HEAVY_TRAFFIC,-87.69,41.8,25
3953,JAM,HEAVY_TRAFFIC,-87.69,41.81,37
3954,JAM,HEAVY_TRAFFIC,-87.69,41.82,59
3955,JAM,HEAVY_TRAFFIC,-87.69,41.83,402
